"onDemoPath","page","route","controlType","label","classification","handler","file","line"
"no","components/dashboard","(component)","StandardP2TextArea","(no label)","HAS HANDLER","(event) => { setExpression(event.target.value); setPreview(null); setError(null);","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\WidgetScriptStep.tsx","119"
"no","components/inspection","(component)","StandardButton","Cancel","HAS HANDLER","onClose","Frontend\PlantProcess.Web\src\components\inspection\SaveInspectionJobModal.tsx","71"
"no","components/inspection","(component)","StandardButton","Save Investigation","HAS HANDLER","submit","Frontend\PlantProcess.Web\src\components\inspection\SaveInspectionJobModal.tsx","72"
"no","components/inspection","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => setNotifyOnChange(event.target.checked)","Frontend\PlantProcess.Web\src\components\inspection\SaveInspectionJobModal.tsx","91"
"no","components/license","(component)","StandardButton","Retry","HAS HANDLER","() => void refresh()","Frontend\PlantProcess.Web\src\components\license\LicenseUsagePanel.tsx","32"
"no","components/logging","(component)","input","Filter by word...","HAS HANDLER","(e) => setSearch(e.target.value)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","130"
"no","components/logging","(component)","input","Day","HAS HANDLER","(e) => setDay(e.target.value)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","157"
"no","components/logging","(component)","input",") : null}","HAS HANDLER","(e) => setHour(e.target.value)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","160"
"no","components/logging","(component)","select","Job type","HAS HANDLER","(e) => setJobType(e.target.value)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","140"
"no","components/logging","(component)","select","Severity","HAS HANDLER","(e) => setSeverity(e.target.value)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","149"
"no","components/logging","(component)","StandardButton","(no label)","HAS HANDLER","() => setOpen((v) => !v)","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","101"
"no","components/logging","(component)","StandardButton","Job events","HAS HANDLER","() => setSource(""job"")","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","114"
"no","components/logging","(component)","StandardButton","System log","HAS HANDLER","() => setSource(""system"")","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","121"
"no","components/logging","(component)","StandardButton","Refresh","HAS HANDLER","load","Frontend\PlantProcess.Web\src\components\logging\LogPanel.tsx","172"
"no","components/materials","(component)","StandardButton","(no label)","HAS HANDLER","() => load(pending)","Frontend\PlantProcess.Web\src\components\materials\GenealogyThreadPanel.tsx","117"
"no","components/materials","(component)","StandardButton","(no label)","HAS HANDLER","calculateRisk","Frontend\PlantProcess.Web\src\components\materials\GenealogyThreadPanel.tsx","120"
"no","components/materials","(component)","StandardButton","PDF Report","HAS HANDLER","openPdf","Frontend\PlantProcess.Web\src\components\materials\GenealogyThreadPanel.tsx","124"
"no","components/materials","(component)","StandardButton","Retry","HAS HANDLER","() => load(materialKey)","Frontend\PlantProcess.Web\src\components\materials\GenealogyThreadPanel.tsx","148"
"no","components/materials","(component)","StandardP2Input","Enter a material code","HAS HANDLER","(e) => setPending(e.target.value)","Frontend\PlantProcess.Web\src\components\materials\GenealogyThreadPanel.tsx","134"
"no","components/standard","(component)","anchor","(no label)","HAS HANDLER","item.href","Frontend\PlantProcess.Web\src\components\standard\StandardTabs.tsx","192"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","this.reset","Frontend\PlantProcess.Web\src\components\standard\ErrorBoundary.tsx","132"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","onClick as ButtonHTMLAttributes<HTMLButtonElement>[""onClick""]","Frontend\PlantProcess.Web\src\components\standard\StandardButton.tsx","170"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","() => handleSort(column)","Frontend\PlantProcess.Web\src\components\standard\StandardDataTable.tsx","180"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","() => activate(item.id)","Frontend\PlantProcess.Web\src\components\standard\StandardTabs.tsx","221"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","() => setOpen((current) => !current)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","301"
"no","components/standard","(component)","button","(no label)","HAS HANDLER","(event) => toggleSort(column, event.shiftKey)","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","364"
"no","components/standard","(component)","input",")}","HAS HANDLER","(event) => onChange?.(event.target.value, event)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","139"
"no","components/standard","(component)","input",") : null}","HAS HANDLER","(event) => setQuery(event.target.value)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","340"
"no","components/standard","(component)","input","(no label)","HAS HANDLER","() => toggleRow(key)","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","396"
"no","components/standard","(component)","StandardButton","(no label)","HAS HANDLER","onRetry","Frontend\PlantProcess.Web\src\components\standard\DataFetchBoundary.tsx","77"
"no","components/standard","(component)","StandardButton","Clear search","HAS HANDLER","() => { const synthetic = { target: { value: """"","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","122"
"no","components/standard","(component)","StandardButton","Close modal","HAS HANDLER","onClose","Frontend\PlantProcess.Web\src\components\standard\StandardSurface.tsx","179"
"no","components/standard","(component)","StandardButton","Retry","HAS HANDLER","onRetry","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","224"
"no","components/standard","(component)","StandardButton","Dismiss notification","HAS HANDLER","() => dismiss(message.id)","Frontend\PlantProcess.Web\src\components\standard\StandardSurface.tsx","261"
"no","components/standard","(component)","StandardButton","Export CSV","HAS HANDLER","() => downloadCsv( ""plantprocess-table-export.csv"", visibleColumns.map((column) => String(column.header))","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","322"
"no","components/standard","(component)","StandardButton","Previous","HAS HANDLER","() => { const next = Math.max(0, pageIndex - 1); setPageIndex(next); emitQuery({ pageIndex: next","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","440"
"no","components/standard","(component)","StandardButton","Next","HAS HANDLER","() => { const next = Math.min(pageCount - 1, pageIndex + 1); setPageIndex(next); emitQuery({ pageIndex: next","Frontend\PlantProcess.Web\src\components\standard\StandardTable.implementation.tsx","464"
"no","components/standard","(component)","textarea",")}","HAS HANDLER","(event) => onChange?.(event.target.value, event)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","203"
"no","DashboardFilterBar","(component)","StandardButton","Clear all filters","HAS HANDLER","clearAllFilters","Frontend\PlantProcess.Web\src\components\DashboardFilterBar.tsx","132"
"no","DashboardFilterBar","(component)","StandardP2Input","(no label)","HAS HANDLER","(e) => onChange(e.target.value)","Frontend\PlantProcess.Web\src\components\DashboardFilterBar.tsx","86"
"no","DashboardFilterBar","(component)","StandardP2Select","(no label)","HAS HANDLER","(e) => onChange(e.target.value)","Frontend\PlantProcess.Web\src\components\DashboardFilterBar.tsx","50"
"no","DataIntegrationLayout","/data-integration","StandardButton","Refresh","HAS HANDLER","() => void refresh()","Frontend\PlantProcess.Web\src\pages\DataIntegration\DataIntegrationLayout.tsx","78"
"no","pages/Admin","(component)","StandardButton","(no label)","HAS HANDLER","() => setOpen((o) => !o)","Frontend\PlantProcess.Web\src\pages\Admin\AdminSharedComponents.tsx","60"
"no","pages/MaterialAnalytics","(component)","StandardButton","(no label)","HAS HANDLER","() => onDrilldown?.(row)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","302"
"no","pages/MaterialAnalytics","(component)","StandardButton","Refresh dashboard","HAS HANDLER","workspace.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","369"
"no","pages/MaterialAnalytics","(component)","StandardButton","Search","HAS HANDLER","materials.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","487"
"no","pages/MaterialAnalytics","(component)","StandardButton","Save Investigation","HAS HANDLER","() => setSaveOpen(true)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","488"
"no","pages/MaterialAnalytics","(component)","StandardButton","Share","HAS HANDLER","() => void navigator.clipboard?.writeText(window.location.href)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","489"
"no","pages/MaterialAnalytics","(component)","StandardButton","Calculate Risk","HAS HANDLER","() => selectedMaterialId && productApi.calculateRisk(selectedMaterialId)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","520"
"no","pages/MaterialAnalytics","(component)","StandardButton","Cancel","HAS HANDLER","() => setSaveOpen(false)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","542"
"no","pages/MaterialAnalytics","(component)","StandardButton","Save view","HAS HANDLER","() => setSaveOpen(false)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","543"
"no","pages/MaterialAnalytics","(component)","StandardButton","(no label)","HAS HANDLER","() => setRiskClass(item)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","575"
"no","pages/MaterialAnalytics","(component)","StandardButton","Refresh","HAS HANDLER","risk.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","579"
"no","pages/MaterialAnalytics","(component)","StandardButton","Refresh findings","HAS HANDLER","dataQuality.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","638"
"no","pages/MaterialAnalytics","(component)","StandardButton","Run correlation","HAS HANDLER","correlation.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","717"
"no","pages/MaterialAnalytics","(component)","StandardButton","Run training gate check","HAS HANDLER","ensureJobs","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","796"
"no","pages/MaterialAnalytics","(component)","StandardButton","(no label)","HAS HANDLER","() => setTier(item)","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","853"
"no","pages/MaterialAnalytics","(component)","StandardButton","Refresh admin","HAS HANDLER","admin.reload","Frontend\PlantProcess.Web\src\pages\MaterialAnalytics\MaterialAnalyticsPages.tsx","951"
"no","RoutedInteractiveWorkspacePage","/workspace/:dashboardCode","StandardButton","(no label)","HAS HANDLER","() => void persistence.saveLayout()","Frontend\PlantProcess.Web\src\pages\Dashboard\InteractiveWorkspacePage.tsx","132"
"no","RoutedInteractiveWorkspacePage","/workspace/:dashboardCode","StandardButton","Refresh widgets","HAS HANDLER","refresh","Frontend\PlantProcess.Web\src\pages\Dashboard\InteractiveWorkspacePage.tsx","139"
"no","standard-components.implementation","(component)","button","(no label)","HAS HANDLER","() => onChange(item.id)","Frontend\PlantProcess.Web\src\ui\standard-components.implementation.tsx","275"
"no","standard-components.implementation","(component)","StandardButton","Close modal","HAS HANDLER","onClose","Frontend\PlantProcess.Web\src\ui\standard-components.implementation.tsx","458"
"no","standard-components.implementation","(component)","StandardButton","Dismiss notification","HAS HANDLER","() => dismiss(message.id)","Frontend\PlantProcess.Web\src\ui\standard-components.implementation.tsx","512"
"no","SupervisorReportPage","supervisor","StandardButton","Run review now","HAS HANDLER","onRun","Frontend\PlantProcess.Web\src\pages\DataIntegration\SupervisorReportPage.tsx","79"
