"onDemoPath","route","page","controlType","label","classification","handler","file","line"
"no","/edge-collector","EdgeCollectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setCollectorId(event.target.value)","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","200"
"no","/edge-collector","EdgeCollectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setDisplayName(event.target.value)","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","201"
"no","/edge-collector","EdgeCollectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setSiteName(event.target.value)","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","202"
"no","/edge-collector","EdgeCollectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setNetworkZone(event.target.value)","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","203"
"no","/edge-collector","EdgeCollectorPage","StandardButton","Register collector","HAS HANDLER","registerCollector","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","206"
"no","/edge-collector","EdgeCollectorPage","StandardButton","Send heartbeat","HAS HANDLER","sendHeartbeat","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","207"
"no","/edge-collector","EdgeCollectorPage","StandardButton","Update queue status","HAS HANDLER","sendQueueStatus","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","208"
"no","/edge-collector","EdgeCollectorPage","StandardButton","Push sample batch","HAS HANDLER","pushSampleBatch","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","209"
"no","/edge-collector","EdgeCollectorPage","StandardButton","Refresh status","HAS HANDLER","() => void refresh()","Frontend\PlantProcess.Web\src\pages\EdgeCollector\EdgeCollectorPage.tsx","210"
"no","/historian-connector","HistorianConnectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setEndpointUrl(event.target.value)","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","194"
"no","/historian-connector","HistorianConnectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setNamespaceUri(event.target.value)","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","198"
"no","/historian-connector","HistorianConnectorPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setPathPrefix(event.target.value)","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","202"
"no","/historian-connector","HistorianConnectorPage","StandardButton","Test connection","HAS HANDLER","testConnection","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","206"
"no","/historian-connector","HistorianConnectorPage","StandardButton","Browse tags","HAS HANDLER","browseTags","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","207"
"no","/historian-connector","HistorianConnectorPage","StandardButton","Read sample window","HAS HANDLER","readWindow","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","208"
"no","/historian-connector","HistorianConnectorPage","StandardButton","Create mapping hints","HAS HANDLER","createMappingHints","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","209"
"no","/historian-connector","HistorianConnectorPage","StandardP2Input","(no label)","HAS HANDLER","() => setSelectedTags((current) => toggle(current, tag.tagPath))","Frontend\PlantProcess.Web\src\pages\HistorianConnector\HistorianConnectorPage.tsx","224"
"no","/i18n-rtl","I18nRtlReadinessPage","StandardButton","(no label)","HAS HANDLER","() => setLocale(""en"")","Frontend\PlantProcess.Web\src\pages\I18nRtlReadinessPage.tsx","27"
"no","/i18n-rtl","I18nRtlReadinessPage","StandardButton","(no label)","HAS HANDLER","() => setLocale(""ar"")","Frontend\PlantProcess.Web\src\pages\I18nRtlReadinessPage.tsx","28"
"no","/page-builder","ConflictDialog","input","I understand this will replace","HAS HANDLER","(e) => setConfirmOverwrite(e.target.checked)","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","37"
"no","/page-builder","ConflictDialog","StandardButton","Cancel","HAS HANDLER","onCancel","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","47"
"no","/page-builder","ConflictDialog","StandardButton","Reload latest","HAS HANDLER","onReload","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","50"
"no","/page-builder","ConflictDialog","StandardButton","Overwrite anyway","HAS HANDLER","onOverwrite","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","53"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Save page definition","HAS HANDLER","savePageDefinition","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","191"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Load by slug","HAS HANDLER","loadPageDefinition","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","195"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Delete owned page","HAS HANDLER","deletePageDefinition","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","199"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Add","HAS HANDLER","() => dispatch({ type: ""addWidget"", kind: item.kind, title: item.title,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","260"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Move right","HAS HANDLER","() => dispatch({ type: ""moveWidget"", id: widget.id, x: widget.x + 1,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","304"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Resize wider","HAS HANDLER","() => dispatch({ type: ""resizeWidget"", id: widget.id, w: widget.w + 1,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","318"
"no","/page-builder","PageBuilderPage.implementation","StandardButton","Remove","HAS HANDLER","() => dispatch({ type: ""removeWidget"", id: widget.id,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","332"
"no","/page-builder","StandardFields","StandardButton","Clear search","HAS HANDLER","() => { const synthetic = { target: { value: """"","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","122"
"no","/page-builder","StandardFields","input",")}","HAS HANDLER","(event) => onChange?.(event.target.value, event)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","139"
"no","/page-builder","StandardFields","textarea",")}","HAS HANDLER","(event) => onChange?.(event.target.value, event)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","203"
"no","/page-builder","StandardFields","button","(no label)","HAS HANDLER","() => setOpen((current) => !current)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","301"
"no","/page-builder","StandardFields","input",") : null}","HAS HANDLER","(event) => setQuery(event.target.value)","Frontend\PlantProcess.Web\src\components\standard\StandardFields.tsx","340"
"no","/page-builder","StandardSurface","StandardButton","Close modal","HAS HANDLER","onClose","Frontend\PlantProcess.Web\src\components\standard\StandardSurface.tsx","179"
"no","/page-builder","StandardSurface","StandardButton","Dismiss notification","HAS HANDLER","() => dismiss(message.id)","Frontend\PlantProcess.Web\src\components\standard\StandardSurface.tsx","261"
"no","/suggestions","SuggestionRecommendationPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setRequest({ ...request, outcomeKey: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","110"
"no","/suggestions","SuggestionRecommendationPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setRequest({ ...request, materialScope: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","114"
"no","/suggestions","SuggestionRecommendationPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setRequest({ ...request, minimumConfidence: Number(event.target.value)","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","118"
"no","/suggestions","SuggestionRecommendationPage","StandardP2Input","Include projected euro value range","HAS HANDLER","(event) => setRequest({ ...request, includeValueProjection: event.target.checked","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","121"
"no","/suggestions","SuggestionRecommendationPage","StandardButton","(no label)","HAS HANDLER","() => void generate()","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","124"
"no","/suggestions","SuggestionRecommendationPage","StandardButton","Approve for review","HAS HANDLER","() => void decide(item, ""approve"")","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","165"
"no","/suggestions","SuggestionRecommendationPage","StandardButton","Dismiss","HAS HANDLER","() => void decide(item, ""dismiss"")","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","166"
"no","/value/executive","ValueExecutiveDashboardPage","StandardButton","(no label)","HAS HANDLER","runDashboard","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","88"
"no","/value/executive","ValueExecutiveDashboardPage","StandardButton","Prove ABSTAIN on missing assumptions","HAS HANDLER","runAbstain","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","91"
"no","/value/executive","ValueExecutiveDashboardPage","StandardButton","Open monthly value report PDF","HAS HANDLER","printReport","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","94"
"no","/value/executive","ValueExecutiveDashboardPage","StandardP2Input","(no label)","HAS HANDLER","(event) => setMonthlyLicenseCost(Number(event.target.value))","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","145"
